Location,Area,Bedrooms,Bathrooms,Floors,Property_Age,Parking,Kitchen,Balcony,Furnishing,Property_Type,Construction_Quality,Price
Hyderabad,1476,2,3,1,17,Yes,Yes,1,Semi Furnished,Villa,Medium,20758000.0
Guntur,4222,2,4,3,18,Yes,Yes,3,Unfurnished,Apartment,High,30000000.0
Rajahmundry,4051,5,3,2,11,Yes,Yes,3,Fully Furnished,Plot,Low,19691000.0
Chennai,4605,4,4,4,11,No,Yes,3,Fully Furnished,Villa,Medium,69816000.0
Mumbai,3273,4,3,1,17,No,Yes,3,Unfurnished,Apartment,Medium,45090000.0
Chennai,3052,5,4,2,9,Yes,No,3,Semi Furnished,Villa,High,50522000.0
Srikakulam,3332,5,2,1,6,Yes,Yes,0,Fully Furnished,Apartment,Low,19809000.0
Bengaluru,4407,1,3,4,27,Yes,Yes,3,Fully Furnished,Apartment,High,65957000.0
Vijayawada,652,5,3,1,17,No,Yes,2,Unfurnished,Plot,High,4891000.0
Vijayawada,3464,4,3,1,11,No,No,0,Unfurnished,Villa,High,38869000.0
Pune,3416,5,1,2,13,No,No,3,Semi Furnished,Apartment,High,43443000.0
Ongole,3300,1,3,3,14,Yes,Yes,2,Semi Furnished,Villa,Low,23695000.0
Kurnool,2252,1,1,1,15,No,Yes,0,Fully Furnished,Villa,High,21282000.0
Bengaluru,3110,1,1,4,1,Yes,Yes,1,Semi Furnished,Independent House,Medium,40147000.0
Kadapa,4375,1,4,1,29,No,Yes,0,Fully Furnished,Plot,Medium,17338000.0
Nellore,1604,3,1,1,29,No,Yes,3,Fully Furnished,Villa,Medium,14186000.0
Guntur,3036,5,1,3,17,Yes,Yes,0,Unfurnished,Villa,High,29662000.0
Rajahmundry,4699,2,2,2,30,Yes,Yes,0,Fully Furnished,Villa,Medium,41585000.0
Srikakulam,4354,5,3,4,11,No,Yes,1,Unfurnished,Plot,Low,15580000.0
Srikakulam,3994,3,1,2,15,Yes,Yes,0,Fully Furnished,Plot,High,20163000.0
Nellore,2414,1,3,2,12,Yes,Yes,0,Fully Furnished,Villa,High,27009000.0
Anantapur,3572,3,1,2,19,Yes,Yes,1,Fully Furnished,Plot,High,18427000.0
Tirupati,1506,4,4,1,16,Yes,Yes,3,Semi Furnished,Independent House,Low,11992000.0
Kurnool,906,4,2,3,17,Yes,Yes,2,Semi Furnished,Plot,High,6194000.0
Hyderabad,666,5,1,1,2,Yes,Yes,0,Unfurnished,Independent House,High,9733000.0
Bengaluru,1008,5,3,4,22,Yes,Yes,1,Fully Furnished,Independent House,Medium,15278000.0
Visakhapatnam,2161,2,4,3,9,Yes,Yes,0,Unfurnished,Independent House,Medium,18794000.0
Rajahmundry,4164,2,3,2,0,Yes,Yes,3,Unfurnished,Apartment,High,28962000.0
Mumbai,3989,4,4,3,5,Yes,Yes,3,Fully Furnished,Plot,Low,46477000.0
Hyderabad,1180,1,2,4,2,Yes,Yes,1,Semi Furnished,Villa,Medium,17930000.0
Delhi,3024,3,4,1,18,Yes,Yes,2,Semi Furnished,Independent House,High,48937000.0
Ongole,2620,2,3,1,3,Yes,Yes,2,Unfurnished,Villa,Medium,19907000.0
Pune,4857,2,3,2,28,No,Yes,0,Semi Furnished,Independent House,Medium,53633000.0
Nellore,1863,1,1,1,19,Yes,Yes,1,Fully Furnished,Villa,Low,15128000.0
Kakinada,1831,1,4,1,22,No,Yes,2,Fully Furnished,Apartment,High,15011000.0
Srikakulam,2792,5,3,4,2,Yes,Yes,3,Semi Furnished,Independent House,Medium,18508000.0
Guntur,2038,3,1,3,7,No,Yes,2,Semi Furnished,Apartment,High,16814000.0
Guntur,3908,1,2,1,7,Yes,Yes,1,Unfurnished,Apartment,Low,22101000.0
Bengaluru,1060,2,3,4,26,Yes,Yes,3,Semi Furnished,Plot,Low,8594000.0
Vijayawada,1599,2,1,4,28,Yes,Yes,0,Unfurnished,Villa,Medium,13699000.0
Mumbai,2403,4,3,2,6,Yes,Yes,3,Fully Furnished,Independent House,Low,40886000.0
Rajahmundry,674,1,4,4,1,Yes,Yes,2,Fully Furnished,Apartment,Medium,6598000.0
Hyderabad,2656,5,1,2,20,Yes,Yes,2,Fully Furnished,Villa,High,49041000.0
Guntur,2730,3,4,1,5,Yes,Yes,2,Semi Furnished,Plot,Medium,14498000.0
Mumbai,4787,5,2,2,27,No,Yes,0,Semi Furnished,Villa,Medium,96985000.0
Anantapur,4660,2,4,4,15,Yes,Yes,2,Semi Furnished,Villa,Low,31747000.0
Nellore,4420,5,1,3,9,Yes,Yes,1,Unfurnished,Plot,High,22876000.0
Visakhapatnam,1997,2,3,3,3,Yes,Yes,0,Unfurnished,Plot,High,14284000.0
Srikakulam,4354,2,1,1,12,Yes,Yes,3,Unfurnished,Plot,Medium,14628000.0
Mumbai,3671,2,4,1,9,No,Yes,2,Fully Furnished,Apartment,High,74085000.0
Nellore,2067,2,4,3,20,No,Yes,1,Unfurnished,Villa,High,18868000.0
Chennai,1651,2,3,2,13,No,Yes,1,Semi Furnished,Plot,Medium,12142000.0
Nellore,868,4,2,1,8,No,No,0,Semi Furnished,Villa,Medium,8261000.0
Bengaluru,542,5,1,4,10,Yes,Yes,1,Fully Furnished,Villa,High,12612000.0
Pune,2407,4,3,1,22,Yes,Yes,0,Semi Furnished,Apartment,Medium,25803000.0
Chennai,3990,4,3,2,17,Yes,Yes,0,Semi Furnished,Villa,Low,48406000.0
Nellore,3035,1,3,1,10,No,Yes,0,Semi Furnished,Apartment,High,22468000.0
Srikakulam,4673,1,1,4,16,No,Yes,3,Unfurnished,Plot,Medium,14846000.0
Mumbai,3373,1,1,4,1,Yes,Yes,3,Unfurnished,Plot,High,39815000.0
Mumbai,2324,3,1,4,2,Yes,Yes,1,Semi Furnished,Villa,High,56975000.0
Anantapur,1793,1,2,2,10,No,Yes,3,Semi Furnished,Apartment,Low,9460000.0
Tirupati,3886,5,3,2,17,Yes,Yes,0,Semi Furnished,Apartment,Low,26627000.0
Guntur,3472,4,4,4,26,No,Yes,0,Semi Furnished,Independent House,High,29302000.0
Nellore,4422,5,4,4,2,Yes,Yes,3,Unfurnished,Independent House,Low,27974000.0
Ongole,1492,1,3,2,25,Yes,Yes,1,Fully Furnished,Plot,Medium,6759000.0
Nellore,2886,3,4,2,14,Yes,Yes,0,Semi Furnished,Plot,High,16908000.0
Tirupati,2740,3,2,2,10,Yes,Yes,3,Unfurnished,Independent House,Low,18593000.0
Vijayawada,1976,4,2,3,10,Yes,Yes,2,Semi Furnished,Apartment,High,18844000.0
Ongole,3907,5,1,2,30,Yes,Yes,1,Fully Furnished,Villa,High,40460000.0
Guntur,889,2,1,4,27,No,Yes,1,Unfurnished,Villa,Medium,6404000.0
Nellore,1499,5,1,3,29,Yes,Yes,1,Unfurnished,Apartment,Medium,8721000.0
Hyderabad,2355,1,1,2,27,No,No,2,Fully Furnished,Plot,Medium,17980000.0
Tirupati,1158,2,1,4,24,Yes,Yes,0,Fully Furnished,Villa,Low,11854000.0
Mumbai,3263,3,4,1,19,No,Yes,1,Unfurnished,Apartment,Low,40138000.0
Mumbai,4163,4,4,3,27,Yes,Yes,3,Fully Furnished,Villa,Low,86175000.0
Vijayawada,1981,4,1,4,24,Yes,Yes,1,Semi Furnished,Apartment,Medium,14930000.0
Pune,4231,3,2,1,10,Yes,Yes,3,Fully Furnished,Independent House,High,64511000.0
Srikakulam,951,1,4,4,18,Yes,Yes,1,Fully Furnished,Independent House,Medium,7116000.0
Delhi,2975,3,2,2,27,No,Yes,3,Unfurnished,Villa,Low,39920000.0
Visakhapatnam,3722,1,2,2,0,Yes,No,3,Fully Furnished,Villa,Low,42121000.0
Guntur,2037,2,3,1,26,Yes,Yes,3,Unfurnished,Villa,Low,14557000.0
Guntur,3593,3,3,2,4,No,Yes,2,Semi Furnished,Villa,Medium,33433000.0
Kadapa,1382,1,1,4,9,Yes,Yes,2,Fully Furnished,Independent House,Low,8939000.0
Nellore,4908,2,2,1,9,No,Yes,2,Fully Furnished,Independent House,Medium,37306000.0
Srikakulam,4568,3,4,4,13,Yes,Yes,0,Unfurnished,Apartment,High,27141000.0
Visakhapatnam,3066,4,3,4,1,No,Yes,3,Unfurnished,Villa,Medium,33244000.0
Guntur,3777,3,3,4,3,Yes,Yes,0,Fully Furnished,Independent House,Low,29364000.0
Guntur,874,5,2,2,1,No,Yes,2,Unfurnished,Plot,High,6694000.0
Rajahmundry,4197,3,3,2,17,Yes,Yes,3,Fully Furnished,Apartment,Low,26048000.0
Ongole,3562,5,3,4,12,Yes,Yes,0,Semi Furnished,Apartment,High,25838000.0
Kadapa,3750,2,4,3,18,Yes,Yes,2,Fully Furnished,Apartment,Low,20194000.0
Srikakulam,612,3,2,4,4,Yes,Yes,0,Semi Furnished,Plot,Medium,4492000.0
Hyderabad,3697,2,3,4,19,Yes,Yes,0,Semi Furnished,Plot,Low,24495000.0
Srikakulam,2878,2,2,1,1,Yes,Yes,2,Unfurnished,Plot,Medium,10791000.0
Chennai,2424,1,3,4,30,Yes,Yes,3,Unfurnished,Independent House,Medium,22258000.0
Vijayawada,639,2,4,2,10,No,Yes,1,Unfurnished,Plot,High,5139000.0
Delhi,1924,2,2,1,29,Yes,Yes,1,Unfurnished,Apartment,Medium,20783000.0
Visakhapatnam,3449,3,3,3,29,No,Yes,0,Fully Furnished,Villa,Medium,42370000.0
Pune,3668,3,4,1,25,Yes,Yes,0,Semi Furnished,Apartment,Medium,38319000.0
Rajahmundry,1016,4,3,3,17,Yes,Yes,0,Fully Furnished,Apartment,High,10059000.0
Ongole,3116,1,2,1,29,No,Yes,3,Semi Furnished,Independent House,Low,16463000.0
Vijayawada,1387,2,3,1,5,No,Yes,0,Semi Furnished,Apartment,Low,10140000.0
Kakinada,3604,1,2,3,22,Yes,Yes,0,Semi Furnished,Independent House,Medium,24658000.0
Anantapur,549,5,2,2,27,Yes,Yes,0,Fully Furnished,Independent House,Medium,3956000.0
Tirupati,4451,2,3,2,9,Yes,Yes,2,Unfurnished,Villa,Low,36172000.0
Delhi,4060,1,4,2,21,Yes,Yes,1,Fully Furnished,Apartment,Medium,56311000.0
Hyderabad,518,4,1,1,22,Yes,Yes,1,Semi Furnished,Villa,Low,6348000.0
Kadapa,1973,4,4,4,16,Yes,Yes,2,Fully Furnished,Villa,High,20648000.0
Tirupati,4561,2,4,1,21,Yes,Yes,3,Semi Furnished,Apartment,Medium,32989000.0
Tirupati,3106,5,3,4,10,Yes,Yes,3,Unfurnished,Apartment,Medium,22521000.0
Ongole,951,4,4,4,18,No,Yes,3,Unfurnished,Plot,Low,5099000.0
Nellore,4265,4,4,2,16,No,Yes,2,Fully Furnished,Plot,Low,21374000.0
Kakinada,2938,5,1,4,23,Yes,Yes,1,Unfurnished,Independent House,High,22152000.0
Visakhapatnam,4810,1,4,1,3,Yes,Yes,1,Semi Furnished,Apartment,Medium,40295000.0
Pune,2049,4,1,1,25,Yes,Yes,0,Semi Furnished,Independent House,Low,20982000.0
Visakhapatnam,3974,3,3,2,23,No,Yes,1,Unfurnished,Villa,High,46531000.0
Mumbai,627,4,1,3,25,Yes,Yes,3,Unfurnished,Villa,Low,10836000.0
Tirupati,3261,1,2,1,13,Yes,Yes,3,Unfurnished,Plot,Low,14060000.0
Delhi,4956,1,2,4,26,Yes,Yes,0,Fully Furnished,Independent House,High,86910000.0
Pune,1915,2,1,1,19,Yes,Yes,0,Fully Furnished,Apartment,High,26158000.0
Anantapur,701,3,2,1,3,Yes,Yes,1,Semi Furnished,Apartment,High,6076000.0
Nellore,2869,1,3,1,27,No,Yes,0,Fully Furnished,Plot,High,15994000.0
Srikakulam,1017,5,2,3,13,Yes,Yes,0,Fully Furnished,Plot,High,6871000.0
Pune,1841,3,1,4,25,Yes,Yes,2,Semi Furnished,Independent House,High,24350000.0
Hyderabad,2488,3,3,2,3,Yes,Yes,1,Semi Furnished,Plot,Medium,20207000.0
Visakhapatnam,4045,5,2,1,5,Yes,Yes,3,Unfurnished,Plot,High,27425000.0
Kakinada,4302,4,3,4,29,Yes,Yes,2,Unfurnished,Plot,Medium,18489000.0
Pune,3775,5,1,4,8,Yes,Yes,3,Fully Furnished,Villa,Low,56000000.0
Pune,4154,5,2,2,20,Yes,Yes,0,Semi Furnished,Independent House,Low,43018000.0
Mumbai,2934,4,3,1,11,No,Yes,0,Fully Furnished,Apartment,High,58951000.0
Hyderabad,707,4,3,3,28,No,Yes,3,Fully Furnished,Apartment,Low,6862000.0
Pune,3133,4,2,4,25,Yes,Yes,2,Semi Furnished,Independent House,High,42123000.0
Tirupati,4617,4,3,2,29,No,Yes,2,Semi Furnished,Plot,High,28209000.0
Srikakulam,653,4,3,3,30,No,Yes,2,Semi Furnished,Plot,Medium,2719000.0
Kakinada,3866,5,1,4,7,Yes,Yes,0,Semi Furnished,Apartment,Low,24760000.0
Srikakulam,4814,2,1,1,23,Yes,Yes,1,Fully Furnished,Villa,High,42871000.0
Kakinada,2018,2,1,4,3,Yes,Yes,0,Fully Furnished,Independent House,Low,14950000.0
Anantapur,3100,1,1,3,30,Yes,Yes,3,Fully Furnished,Plot,Medium,12054000.0
Chennai,2695,2,1,3,26,No,Yes,2,Semi Furnished,Villa,Low,31960000.0
Bengaluru,4998,2,1,1,25,Yes,Yes,1,Unfurnished,Villa,Medium,68921000.0
Mumbai,4054,5,2,1,24,Yes,Yes,2,Fully Furnished,Plot,Medium,49784000.0
Nellore,2914,4,1,2,24,Yes,Yes,0,Unfurnished,Independent House,Medium,17419000.0
Visakhapatnam,3349,4,3,1,4,Yes,Yes,1,Unfurnished,Independent House,High,33538000.0
Srikakulam,2242,5,2,2,5,Yes,Yes,1,Unfurnished,Apartment,High,15162000.0
Tirupati,1806,2,3,3,4,Yes,Yes,0,Semi Furnished,Apartment,Low,13495000.0
Mumbai,4349,5,1,3,18,Yes,Yes,2,Semi Furnished,Independent House,High,84015000.0
Anantapur,4668,1,1,4,26,No,Yes,2,Fully Furnished,Plot,High,23179000.0
Hyderabad,4695,4,3,4,7,No,Yes,2,Fully Furnished,Independent House,Low,53113000.0
Ongole,3055,3,3,2,8,No,Yes,0,Semi Furnished,Apartment,Medium,18543000.0
Anantapur,2805,1,3,1,14,No,No,3,Semi Furnished,Apartment,Medium,14929000.0
Chennai,1588,1,4,1,3,No,Yes,3,Unfurnished,Apartment,Low,14492000.0
Nellore,3142,5,4,4,24,Yes,No,2,Semi Furnished,Independent House,High,26049000.0
Visakhapatnam,1677,2,4,3,8,Yes,Yes,1,Semi Furnished,Independent House,Low,14414000.0
Kadapa,3494,4,4,2,6,Yes,Yes,3,Semi Furnished,Plot,Low,14281000.0
Kadapa,1059,3,2,3,7,Yes,Yes,2,Semi Furnished,Apartment,High,8163000.0
Delhi,3464,1,1,3,14,Yes,Yes,3,Unfurnished,Villa,Low,47107000.0
Bengaluru,1771,3,3,1,18,No,Yes,2,Fully Furnished,Villa,High,36587000.0
Srikakulam,2313,2,1,2,14,Yes,Yes,3,Unfurnished,Plot,High,9886000.0
Kakinada,3415,2,3,3,4,Yes,Yes,3,Semi Furnished,Plot,Low,16087000.0
Ongole,1109,3,1,4,18,Yes,Yes,1,Semi Furnished,Apartment,Medium,6750000.0
Srikakulam,2961,4,2,4,6,Yes,Yes,1,Fully Furnished,Independent House,High,23734000.0
Pune,4620,2,4,1,5,No,Yes,3,Fully Furnished,Independent House,Medium,59974000.0
Kurnool,783,3,1,4,26,Yes,Yes,2,Fully Furnished,Villa,High,7498000.0
Anantapur,3428,1,3,4,18,Yes,Yes,1,Unfurnished,Apartment,Medium,16258000.0
Chennai,4896,3,1,3,24,Yes,Yes,0,Fully Furnished,Villa,Low,64638000.0
Hyderabad,1591,3,2,4,27,No,Yes,1,Semi Furnished,Villa,High,25617000.0
Rajahmundry,1316,5,2,4,16,Yes,Yes,3,Semi Furnished,Apartment,Low,8995000.0
Ongole,582,2,1,3,9,Yes,Yes,3,Semi Furnished,Plot,Low,3743000.0
Kakinada,2420,4,4,1,18,No,Yes,0,Unfurnished,Villa,Low,18033000.0
Delhi,3991,4,3,1,30,Yes,Yes,1,Fully Furnished,Plot,High,46736000.0
Vijayawada,3644,5,2,2,30,Yes,Yes,3,Fully Furnished,Independent House,Low,30608000.0
Nellore,2593,4,2,4,30,Yes,Yes,0,Fully Furnished,Villa,Low,21515000.0
Nellore,675,3,1,3,10,No,Yes,0,Fully Furnished,Apartment,High,5782000.0
Kurnool,3204,5,2,2,14,Yes,Yes,2,Semi Furnished,Plot,Low,13371000.0
Rajahmundry,869,1,2,1,9,Yes,Yes,1,Unfurnished,Independent House,High,6296000.0
Mumbai,2318,2,3,1,10,Yes,Yes,1,Fully Furnished,Independent House,Low,38826000.0
Hyderabad,2601,2,4,3,22,Yes,Yes,1,Semi Furnished,Villa,Medium,35532000.0
Guntur,3990,2,3,2,2,Yes,Yes,3,Semi Furnished,Independent House,Low,27370000.0
Pune,2279,3,4,2,29,Yes,Yes,0,Unfurnished,Apartment,Medium,21531000.0
Anantapur,1864,1,3,3,2,Yes,Yes,2,Fully Furnished,Villa,High,19777000.0
Hyderabad,4962,5,1,3,17,Yes,Yes,1,Unfurnished,Independent House,Medium,49474000.0
Tirupati,3842,5,2,2,24,Yes,Yes,2,Fully Furnished,Apartment,High,36711000.0
Tirupati,4176,2,4,1,10,Yes,Yes,2,Unfurnished,Plot,Low,19023000.0
Kurnool,2926,1,1,4,19,Yes,Yes,0,Fully Furnished,Plot,Medium,12624000.0
Srikakulam,572,1,2,1,25,Yes,Yes,1,Fully Furnished,Villa,Low,2922000.0
Anantapur,3462,1,2,3,28,Yes,Yes,2,Unfurnished,Apartment,Medium,15806000.0
Ongole,1359,4,2,2,21,No,Yes,1,Fully Furnished,Independent House,High,11486000.0
Anantapur,4356,4,3,2,17,Yes,Yes,1,Unfurnished,Villa,High,34728000.0
Visakhapatnam,4638,2,1,4,24,Yes,Yes,1,Unfurnished,Villa,High,53918000.0
Hyderabad,2924,1,1,2,14,Yes,Yes,2,Fully Furnished,Independent House,High,42522000.0
Hyderabad,1564,1,2,4,6,Yes,Yes,0,Fully Furnished,Apartment,Low,16933000.0
Delhi,2717,5,4,1,9,No,Yes,0,Unfurnished,Independent House,Low,31862000.0
Rajahmundry,4517,5,1,1,20,Yes,Yes,2,Semi Furnished,Plot,Low,18579000.0
Kakinada,2759,2,3,2,22,Yes,Yes,3,Unfurnished,Villa,Low,19884000.0
Anantapur,4251,1,4,2,29,Yes,Yes,1,Semi Furnished,Plot,Low,13725000.0
Guntur,2586,2,4,3,19,Yes,Yes,1,Semi Furnished,Villa,High,27541000.0
Visakhapatnam,868,5,4,3,28,Yes,Yes,0,Unfurnished,Independent House,Low,7773000.0
Hyderabad,3304,5,4,2,9,Yes,Yes,2,Unfurnished,Apartment,Low,29213000.0
Pune,650,4,1,2,12,No,Yes,2,Unfurnished,Independent House,Low,7651000.0
Guntur,1634,2,2,1,14,No,Yes,3,Semi Furnished,Plot,High,10095000.0
Kurnool,3284,2,4,2,22,Yes,Yes,3,Unfurnished,Apartment,High,20135000.0
Kurnool,4664,1,3,3,17,Yes,Yes,0,Unfurnished,Apartment,High,27175000.0
Srikakulam,2846,1,3,1,22,No,No,3,Fully Furnished,Villa,High,25208000.0
Hyderabad,2750,4,2,4,30,Yes,Yes,3,Fully Furnished,Apartment,Low,28535000.0
Hyderabad,560,3,1,3,3,Yes,Yes,2,Fully Furnished,Villa,Low,9154000.0
Bengaluru,3510,3,2,3,19,No,Yes,2,Unfurnished,Apartment,Medium,36670000.0
Mumbai,4401,3,4,1,16,Yes,Yes,3,Unfurnished,Apartment,Low,54712000.0
Kadapa,1837,2,1,4,27,Yes,Yes,0,Unfurnished,Villa,High,12846000.0
Nellore,1684,2,1,3,2,Yes,Yes,3,Semi Furnished,Apartment,High,13659000.0
Tirupati,4926,5,4,2,20,Yes,Yes,0,Semi Furnished,Independent House,Low,36285000.0
Visakhapatnam,2051,2,3,3,20,No,Yes,3,Fully Furnished,Apartment,Medium,19346000.0
Delhi,4933,2,4,1,1,Yes,Yes,2,Semi Furnished,Plot,High,53982000.0
Bengaluru,2129,2,2,1,3,No,Yes,2,Semi Furnished,Villa,Medium,34056000.0
Kakinada,1827,4,4,1,0,Yes,Yes,0,Semi Furnished,Villa,High,21316000.0
Pune,2026,2,3,3,14,Yes,Yes,3,Fully Furnished,Independent House,High,30642000.0
Chennai,2173,1,4,4,24,Yes,Yes,3,Fully Furnished,Plot,Low,16147000.0
Bengaluru,1861,1,2,2,0,Yes,Yes,0,Semi Furnished,Apartment,High,26496000.0
Guntur,2073,5,2,1,5,Yes,Yes,3,Unfurnished,Independent House,Medium,16001000.0
Visakhapatnam,3186,4,3,4,6,Yes,Yes,1,Fully Furnished,Apartment,Medium,31374000.0
Mumbai,4870,1,2,2,18,No,Yes,2,Semi Furnished,Independent House,Low,70570000.0
Kadapa,2866,4,2,1,11,No,Yes,2,Unfurnished,Villa,High,22809000.0
Srikakulam,4257,4,4,2,30,Yes,Yes,0,Unfurnished,Plot,Medium,14637000.0
Ongole,2934,5,1,2,0,Yes,Yes,3,Fully Furnished,Villa,Low,26355000.0
Mumbai,2493,4,2,4,6,No,Yes,0,Unfurnished,Independent House,Medium,38045000.0
Rajahmundry,1369,2,2,2,18,Yes,Yes,1,Fully Furnished,Apartment,Low,8400000.0
Kurnool,1514,4,3,1,12,Yes,Yes,3,Semi Furnished,Plot,Medium,7777000.0
Srikakulam,2411,5,3,4,25,No,Yes,1,Fully Furnished,Apartment,High,16876000.0
Rajahmundry,1102,5,4,3,11,Yes,Yes,0,Unfurnished,Villa,Medium,11403000.0
Tirupati,4321,5,4,3,11,Yes,Yes,2,Fully Furnished,Apartment,Medium,36684000.0
Rajahmundry,1190,1,2,4,21,Yes,Yes,1,Fully Furnished,Independent House,Low,8577000.0
Delhi,993,2,1,3,12,Yes,Yes,3,Semi Furnished,Plot,Low,9050000.0
Nellore,989,1,1,2,27,Yes,Yes,0,Unfurnished,Plot,Low,2293000.0
Kakinada,3056,3,4,1,13,Yes,Yes,0,Fully Furnished,Plot,Medium,16755000.0
Tirupati,4985,2,3,2,21,No,Yes,0,Semi Furnished,Independent House,Low,34531000.0
Pune,794,4,2,4,29,Yes,Yes,2,Semi Furnished,Apartment,High,9867000.0
Kakinada,4527,5,2,1,11,Yes,Yes,0,Semi Furnished,Plot,Low,20899000.0
Guntur,3343,3,1,4,19,Yes,Yes,0,Semi Furnished,Villa,Low,27042000.0
Hyderabad,3412,2,4,4,11,No,Yes,2,Semi Furnished,Villa,High,56836000.0
Mumbai,2217,1,1,4,26,No,Yes,0,Fully Furnished,Villa,Low,43841000.0
Hyderabad,3096,5,1,2,5,No,Yes,0,Fully Furnished,Villa,Low,44386000.0
Chennai,2373,1,4,1,26,Yes,Yes,1,Unfurnished,Villa,Medium,27657000.0
Visakhapatnam,3758,2,3,1,9,No,Yes,0,Fully Furnished,Independent House,Medium,37663000.0
Kurnool,3317,2,2,1,19,Yes,Yes,2,Unfurnished,Apartment,Low,14644000.0
Delhi,944,3,3,2,30,Yes,Yes,1,Unfurnished,Independent House,High,13413000.0
Nellore,4141,4,4,3,28,Yes,Yes,0,Unfurnished,Villa,Low,28671000.0
Bengaluru,4958,1,4,2,23,Yes,Yes,2,Fully Furnished,Villa,Low,76799000.0
Vijayawada,1241,3,2,2,8,No,Yes,3,Semi Furnished,Plot,Low,7657000.0
Ongole,2541,5,3,4,1,Yes,Yes,0,Unfurnished,Plot,Medium,12514000.0
Delhi,1179,4,2,1,6,Yes,Yes,3,Semi Furnished,Apartment,High,19317000.0
Hyderabad,2967,3,1,1,8,Yes,Yes,1,Unfurnished,Apartment,High,33198000.0
Nellore,4197,1,1,3,24,Yes,Yes,2,Fully Furnished,Apartment,High,33951000.0
Guntur,1858,2,1,3,11,Yes,Yes,1,Unfurnished,Independent House,Medium,13044000.0
Guntur,562,5,3,4,4,Yes,Yes,3,Fully Furnished,Plot,Medium,5827000.0
Delhi,3059,1,1,1,0,Yes,No,3,Semi Furnished,Apartment,Low,34934000.0
Bengaluru,4269,4,2,3,21,Yes,Yes,3,Fully Furnished,Plot,Medium,39776000.0
Pune,4851,4,3,3,14,No,Yes,2,Semi Furnished,Plot,Low,34015000.0
Kadapa,634,2,2,1,7,No,Yes,3,Fully Furnished,Plot,Medium,3631000.0
Pune,4144,2,4,2,0,No,Yes,3,Unfurnished,Plot,Low,27627000.0
Hyderabad,2635,5,3,3,17,No,Yes,2,Unfurnished,Plot,Medium,19240000.0
Guntur,3778,5,2,1,12,Yes,Yes,3,Fully Furnished,Plot,High,25169000.0
Vijayawada,1322,2,2,3,28,No,Yes,0,Semi Furnished,Independent House,Low,8946000.0
Kakinada,3574,2,3,4,0,Yes,No,3,Semi Furnished,Villa,Medium,33662000.0
Visakhapatnam,3481,4,4,3,4,No,Yes,2,Semi Furnished,Plot,Medium,22905000.0
Guntur,620,2,3,1,17,Yes,Yes,3,Fully Furnished,Independent House,Low,4979000.0
Mumbai,2137,3,1,3,15,No,Yes,2,Fully Furnished,Apartment,Medium,36415000.0
Kurnool,1424,1,1,4,30,Yes,Yes,3,Fully Furnished,Independent House,High,9673000.0
Pune,1144,2,4,4,25,Yes,Yes,0,Fully Furnished,Independent House,Low,13411000.0
Nellore,2532,5,2,3,9,Yes,Yes,2,Semi Furnished,Independent House,Low,17126000.0
Nellore,3261,3,2,3,29,Yes,Yes,2,Semi Furnished,Plot,Low,13175000.0
Kurnool,2568,5,2,4,3,No,Yes,2,Fully Furnished,Apartment,Low,16911000.0
Visakhapatnam,741,3,3,4,0,Yes,Yes,2,Fully Furnished,Independent House,Low,9206000.0
Nellore,3168,2,3,2,22,Yes,Yes,3,Semi Furnished,Apartment,High,23101000.0
Nellore,1302,1,4,2,7,No,Yes,3,Semi Furnished,Independent House,Low,9364000.0
Ongole,4664,5,1,4,4,Yes,Yes,0,Unfurnished,Plot,High,23056000.0
Ongole,695,3,2,3,1,Yes,Yes,0,Fully Furnished,Independent House,High,7685000.0
Pune,2687,4,1,1,23,Yes,Yes,3,Unfurnished,Independent House,High,33031000.0
Chennai,4015,2,3,3,16,Yes,Yes,1,Semi Furnished,Apartment,Low,36064000.0
Kakinada,2830,1,3,3,30,No,Yes,2,Semi Furnished,Apartment,High,20327000.0
Chennai,2859,2,3,2,6,No,Yes,3,Fully Furnished,Apartment,Low,29669000.0
Guntur,4106,4,1,2,16,No,Yes,0,Unfurnished,Villa,High,38576000.0
Hyderabad,776,1,4,2,27,Yes,Yes,2,Semi Furnished,Apartment,Low,6399000.0
Hyderabad,560,4,4,4,5,Yes,Yes,0,Unfurnished,Independent House,Medium,8133000.0
Tirupati,3890,2,3,4,28,Yes,Yes,1,Unfurnished,Villa,Medium,33875000.0
Guntur,2413,3,2,3,21,No,Yes,2,Unfurnished,Apartment,High,16329000.0
Pune,4427,2,1,3,14,Yes,Yes,1,Unfurnished,Plot,Medium,29810000.0
Rajahmundry,3091,2,3,1,4,Yes,Yes,1,Unfurnished,Apartment,High,21078000.0
Vijayawada,1066,2,1,3,14,Yes,Yes,1,Fully Furnished,Plot,High,7454000.0
Rajahmundry,4435,5,1,3,17,Yes,Yes,3,Fully Furnished,Villa,High,48302000.0
Anantapur,2071,4,4,2,17,No,Yes,0,Unfurnished,Plot,Medium,8646000.0
Vijayawada,1700,4,3,2,24,Yes,Yes,2,Fully Furnished,Villa,High,23299000.0
Visakhapatnam,4909,4,4,2,20,Yes,Yes,3,Semi Furnished,Plot,Medium,29912000.0
Delhi,3354,5,3,2,20,Yes,Yes,0,Unfurnished,Apartment,Medium,38619000.0
Srikakulam,3395,3,1,2,22,No,Yes,3,Fully Furnished,Villa,Low,23423000.0
